net,length_um
cur_mb_mem\[116\]\[1\],255.1
_04648_,254.56
_02335_,254.54
_06007_,254.27
_02767_,254.24
_07043_,253.91
_06463_,253.81
_06899_,253.24
_07042_,252.5
cur_mb_mem\[84\]\[6\],252.16
net140,252.12
cur_mb_mem\[197\]\[0\],251.84
cur_mb_mem\[216\]\[1\],251.76
_07394_,251.68
_07161_,251.64
_07223_,250.61
_04117_,250.34
_09134_,250.34
net115,250.26
cur_mb_mem\[201\]\[1\],249.88
cur_mb_mem\[98\]\[1\],249.36
_04233_,249.05
_04689_,249
_04013_,248.66
_03915_,248.59
_06055_,247.88
_07133_,247.75
_02753_,247.66
_08152_,247.54
_06356_,246.89
_08013_,246.66
_08553_,246.58
cur_mb_mem\[231\]\[7\],246.38
_07366_,246.29
cur_mb_mem\[31\]\[7\],246.09
_07874_,245.32
cur_mb_mem\[73\]\[5\],244.2
_03361_,244.07
_08306_,243.72
_07947_,243.69
cur_mb_mem\[98\]\[6\],243.56
_05907_,243.19
_07271_,243.14
_05460_,243.08
_07621_,242.66
_06042_,242.57
_06332_,242.36
_08191_,242.35
_06342_,241.95
cur_mb_mem\[240\]\[6\],240
cand_x\[5\],239.74
_05562_,239.58
_04223_,239.56
_06040_,239.315
_08550_,239.15
_07319_,238.94
_04752_,238.48
_06116_,238.475
net131,238.4
net152,238.22
net43,238.06
cur_mb_mem\[198\]\[2\],238.02
_07764_,237.82
_06328_,236.885
_03305_,236.56
cur_mb_mem\[184\]\[0\],236.47
cur_mb_mem\[207\]\[0\],236.36
_02426_,236.3
_07518_,236.195
_04017_,235.86
cur_mb_mem\[189\]\[1\],235.7
_07354_,235.38
_07083_,234.36
_06271_,234.34
_04473_,234.06
_04293_,233.92
_08004_,233.9
_06368_,233.87
cur_mb_mem\[112\]\[7\],233.02
_06823_,232.82
_06125_,232.08
net271,231.57
cur_mb_mem\[28\]\[1\],231.26
cur_mb_mem\[97\]\[5\],230.42
_08884_,230.34
_07245_,230
cur_mb_mem\[242\]\[7\],229.82
_07755_,229.79
cur_mb_mem\[189\]\[6\],229.73
_04729_,228.76
_02332_,228.52
_06628_,228.48
net79,228.225
_08079_,228.16
cur_mb_mem\[1\]\[7\],227.8
_07643_,227.76
cur_mb_mem\[97\]\[4\],227.7
_04212_,226.86
_08315_,226.24
_04243_,226.055
cand_x\[4\],225.91
_04826_,225.72
_06296_,225.68
_06864_,225.56
cur_mb_mem\[215\]\[6\],225.29
net244,225.02
_04770_,224.82
cur_mb_mem\[122\]\[6\],224.74
cur_mb_mem\[195\]\[3\],224.62
_02433_,224.52
_04454_,224.22
cur_mb_mem\[195\]\[7\],224.18
_06381_,224.13
_07153_,223.84
cur_mb_mem\[247\]\[1\],223.66
_06229_,223.54
cur_mb_mem\[199\]\[3\],223.32
_07980_,222.68
_04040_,222.42
_07885_,221.84
_04065_,221.59
net275,220.93
_06607_,220.78
cur_mb_mem\[235\]\[3\],220.28
cur_mb_mem\[214\]\[6\],220.18
_06314_,220.165
cur_mb_mem\[191\]\[0\],219.64
net29,218.94
_08831_,218.67
_05436_,218.66
net28,218.35
_02960_,218.32
_03249_,218.26
_06597_,218.2
cur_mb_mem\[246\]\[7\],218.05
_07696_,217.92
_03769_,217.775
_04264_,217.3
_07376_,217.18
_04206_,216.92
_06154_,216.78
_07607_,216.75
_07692_,216.64
cur_mb_mem\[206\]\[6\],216.54
_06265_,216.48
_06777_,216.44
_04185_,216.41
_07864_,216.32
_06624_,216.26
cur_mb_mem\[191\]\[7\],216.24
_07359_,215.82
_02932_,215.66
_09123_,215.56
_07055_,215.4
net261,215.08
_04447_,214.72
cur_mb_mem\[195\]\[6\],214.66
cur_mb_mem\[245\]\[2\],214.54
cur_mb_mem\[191\]\[1\],214.48
_07373_,213.58
_03159_,213.42
_05998_,213.41
_07087_,213.2
cur_mb_mem\[74\]\[0\],213.1
_04322_,213.04
_03760_,212.56
_06369_,211.92
cand_x\[6\],211.56
_06605_,210.62
_07896_,210.59
_06640_,210.42
_06276_,210.32
_06892_,210.275
_06510_,210.24
_02923_,210.22
cur_mb_mem\[214\]\[7\],210.12
_03877_,210.08
_07921_,210.01
_04761_,209.61
cur_mb_mem\[125\]\[7\],209.58
_04156_,209.35
cur_mb_mem\[223\]\[7\],209.345
cur_mb_mem\[203\]\[3\],209.28
_07785_,209.14
_03900_,208.76
cur_mb_mem\[88\]\[1\],208.72
_07341_,207.63
cur_mb_mem\[195\]\[2\],207.32
_08148_,207.295
cur_mb_mem\[190\]\[7\],207.2
cur_mb_mem\[47\]\[5\],206.94
net242,206.4
_07112_,206.3
cur_mb_mem\[217\]\[7\],206.29
_07499_,206.28
_04491_,205.86
_04654_,205.75
_06468_,205.12
cur_mb_mem\[226\]\[6\],205.04
cur_mb_mem\[235\]\[2\],204.5
cur_mb_mem\[203\]\[2\],203.48
cur_mb_mem\[15\]\[5\],203.16
_06603_,203.13
_07266_,202.56
cur_mb_mem\[15\]\[4\],202.06
net254,202.02
_04253_,200.94
cur_mb_mem\[70\]\[6\],200.645
_05379_,200.38
_06075_,200.32
_06129_,199.92
_09274_,199.64
cur_mb_mem\[247\]\[6\],199.16
_06253_,199.1
_04433_,198.98
_04012_,198.82
_04471_,198.42
_07327_,198.16
_06641_,197.86
cur_mb_mem\[71\]\[7\],197.7
_07574_,197.5
_05986_,197.48
cur_mb_mem\[191\]\[4\],197.28
_03088_,197.08
_06130_,197.04
_06054_,196.8
_06161_,196.72
cur_mb_mem\[189\]\[3\],196.72
_07103_,196.56
_08254_,196.09
cur_mb_mem\[97\]\[1\],195.94
_07681_,195.74
_04126_,195.5
cur_mb_mem\[235\]\[0\],195.24
_05953_,194.38
cur_mb_mem\[232\]\[6\],194.28
_07626_,194
cur_mb_mem\[4\]\[7\],193.88
cur_mb_mem\[191\]\[2\],193.84
net9,193.68
cand_x\[0\],193.42
_07202_,193.26
_04686_,193.18
cur_mb_mem\[47\]\[1\],193.02
_07434_,192.9
_06383_,192.855
_04195_,192.8
cur_mb_mem\[28\]\[7\],192.72
_03747_,192.53
_02922_,192.45
_07264_,192.12
_07128_,192.1
_02718_,190.21
_08295_,190.18
_06594_,189.86
_04459_,189.23
cur_mb_mem\[1\]\[2\],189.12
cur_mb_mem\[232\]\[7\],188.82
_06412_,188.64
cur_mb_mem\[191\]\[5\],188.38
_06611_,188.26
_06263_,188.01
cur_mb_mem\[68\]\[7\],188
_04647_,187.36
_04479_,186.66
_06999_,186.52
_07720_,186.28
_03902_,186.12
cur_mb_mem\[69\]\[6\],186.08
cur_mb_mem\[228\]\[6\],185.9
_07185_,185.6
cur_mb_mem\[234\]\[2\],185.56
_07866_,185.46
cur_mb_mem\[237\]\[7\],185.36
cur_mb_mem\[70\]\[1\],185.2
_07425_,185.1
_07284_,185.02
_06518_,184.94
cur_mb_mem\[125\]\[1\],184.82
cur_mb_mem\[224\]\[1\],184.8
_06168_,184.78
_07690_,184.66
_08337_,184.38
_08249_,183.98
cur_mb_mem\[209\]\[6\],183.785
_06373_,183.34
_06493_,183.19
_06648_,183.13
cur_mb_mem\[203\]\[0\],182.7
_04807_,182.65
cur_mb_mem\[116\]\[3\],182.6
_07166_,182.46
cur_mb_mem\[240\]\[7\],182.04
_08868_,182.035
cur_mb_mem\[17\]\[6\],182
_09152_,181.96
_06686_,181.78
net51,181.62
cur_mb_mem\[25\]\[7\],181.165
cur_mb_mem\[239\]\[7\],180.66
_04495_,180.16
_07210_,179.68
_03867_,179.58
_08034_,179.44
_06294_,179.24
cur_mb_mem\[245\]\[1\],179.24
_07709_,179.22
_07088_,178.98
_06656_,178.29
_08871_,178.28
_08841_,178.2
_05996_,178.16
_07989_,178.12
_07730_,178.08
cur_mb_mem\[199\]\[1\],177.88
cur_mb_mem\[205\]\[3\],177.84
cur_mb_mem\[4\]\[2\],177.75
_06384_,177.34
cur_mb_mem\[113\]\[1\],177.16
_09292_,177.01
_06307_,176.28
_05908_,176.27
_06951_,176.04
_04670_,175.94
net278,175.94
_07159_,175.74
cur_mb_mem\[222\]\[6\],175.5
_02751_,175.48
_07057_,175.44
_02580_,175.23
cur_mb_mem\[24\]\[6\],175.19
cur_mb_mem\[218\]\[7\],175.06
_07502_,174.86
_05981_,174.82
_05899_,174.56
cur_mb_mem\[31\]\[1\],174.48
cur_mb_mem\[116\]\[0\],173.88
_05255_,173.82
_07640_,173.8
cur_mb_mem\[191\]\[3\],173.78
cur_mb_mem\[216\]\[6\],173.59
_07250_,173.38
_07080_,173.22
_07169_,173.18
cur_mb_mem\[134\]\[7\],172.98
_05886_,172.915
_05280_,172.74
net276,172.68
_08958_,172.255
_07892_,171.94
_06769_,171.835
_08510_,171.58
cur_mb_mem\[32\]\[1\],171.54
_04598_,171.32
_07163_,171.32
_07102_,171.18
_07689_,171.18
cur_mb_mem\[213\]\[6\],171.06
cur_mb_mem\[26\]\[7\],170.64
_07725_,170.6
cur_mb_mem\[42\]\[1\],170.54
cur_mb_mem\[84\]\[0\],170.54
_06284_,170.52
_04218_,170.455
_04747_,170.16
_06218_,170.1
_07731_,169.94
_07389_,169.9
cur_mb_mem\[100\]\[3\],169.62
_07101_,169.3
_07567_,169.26
_06058_,169.14
_06244_,169
_07889_,168.98
cand_x\[2\],168.98
_06258_,168.95
_07300_,168.62
_07074_,168.3
_07922_,168.1
cur_mb_mem\[64\]\[6\],167.9
_07775_,167.88
cur_mb_mem\[236\]\[0\],167.62
net272,167.52
_07912_,167.48
_08316_,167.44
_06465_,167.3
cur_mb_mem\[189\]\[0\],166.96
cur_mb_mem\[71\]\[6\],166.82
cur_mb_mem\[32\]\[6\],166.44
_06135_,166
_06505_,165.96
_06136_,165.24
_07144_,165.14
_04437_,165.08
net172,165.08
_07414_,165.06
cur_mb_mem\[224\]\[6\],164.96
cur_mb_mem\[199\]\[2\],164.78
_05199_,164.65
_07151_,164.64
_08832_,164.42
cur_mb_mem\[246\]\[2\],164.42
_08058_,164.4
cur_mb_mem\[47\]\[4\],164.24
state\[6\],164.18
cur_mb_mem\[189\]\[2\],163.86
cur_mb_mem\[216\]\[7\],163.86
_07872_,163.02
_07307_,162.94
cur_mb_mem\[67\]\[0\],162.8
_08867_,162.53
cur_mb_mem\[190\]\[6\],162.32
_07982_,162.18
cur_mb_mem\[74\]\[3\],162.14
_03905_,161.84
cur_mb_mem\[215\]\[1\],161.82
cur_mb_mem\[80\]\[1\],161.76
_07062_,161.44
cur_mb_mem\[126\]\[6\],161.3
net65,161.24
_05061_,161.13
cur_mb_mem\[191\]\[6\],160.96
cur_mb_mem\[190\]\[4\],160.92
_03944_,160.68
_07608_,160.51
_07228_,160.3
_06557_,159.96
cur_mb_mem\[205\]\[0\],159.88
_07045_,159.82
_07040_,159.78
best_cand_y\[5\],159.78
_07064_,159.5
_05328_,159.46
cur_mb_mem\[12\]\[6\],159.4
cur_mb_mem\[149\]\[6\],159.28
_06514_,159.22
_05965_,159.2
net174,158.82
net91,158.56
cur_mb_mem\[207\]\[3\],158.5
_07852_,158.24
cur_mb_mem\[195\]\[0\],157.84
_04649_,157.675
cur_mb_mem\[218\]\[1\],157.5
_07187_,157.4
_07141_,157.2
_08331_,157.02
cur_mb_mem\[74\]\[2\],157.02
cur_mb_mem\[234\]\[7\],156.915
_06495_,156.68
_04692_,156.64
_04814_,156.635
_07442_,156.39
net118,156.26
cur_mb_mem\[32\]\[7\],156.12
_06992_,156.1
cur_mb_mem\[153\]\[6\],156.085
cur_mb_mem\[190\]\[5\],156.04
_04436_,155.98
_07740_,155.7
_06182_,155.36
cur_mb_mem\[197\]\[1\],155.18
_06450_,153.86
cur_mb_mem\[112\]\[1\],153.84
cur_mb_mem\[235\]\[1\],153.8
_06764_,153.74
_07930_,153.62
_07798_,153.12
_07984_,153.02
_08170_,152.82
cur_mb_mem\[241\]\[6\],152.76
cur_mb_mem\[211\]\[0\],152.64
_04738_,152.46
cur_mb_mem\[27\]\[2\],152.24
cur_mb_mem\[239\]\[3\],152.1
_05987_,152.06
cur_mb_mem\[155\]\[6\],151.54
_02795_,151.26
_08437_,151.26
_07165_,151.24
_07703_,151.1
_06645_,151.06
cand_x\[1\],151
_07969_,150.95
net224,150.72
_08632_,150.68
_06958_,150.575
cur_mb_mem\[195\]\[1\],150.56
_05900_,150.36
_07268_,150.28
_06340_,149.975
_06975_,149.32
_07273_,149.28
cur_mb_mem\[246\]\[4\],149.06
cand_y\[1\],148.6
_08520_,148.395
_07081_,147.76
_07197_,147.74
_04435_,147.64
_07030_,147.56
cand_x\[3\],147.525
_05010_,147.475
_06252_,147.38
_03663_,147.35
_06576_,147.04
net185,146.98
cand_y\[5\],146.8
_07834_,146.78
_04745_,146.52
_06671_,146.44
_07052_,146.32
cur_mb_mem\[153\]\[7\],146.02
_07281_,145.92
_04425_,145.84
_05967_,145.82
cur_mb_mem\[225\]\[6\],145.76
cur_mb_mem\[81\]\[7\],145.6
net81,145.475
cur_mb_mem\[216\]\[5\],145.44
_07909_,145.425
cur_mb_mem\[231\]\[6\],145.405
cur_mb_mem\[241\]\[7\],145.38
min_sad_reg\[0\],145.04
net262,144.96
_07868_,144.82
_07781_,144.68
net270,144.67
_06541_,143.64
cur_mb_mem\[246\]\[0\],143.54
_06529_,143.42
net266,143.38
cur_mb_mem\[65\]\[7\],143.26
_06863_,142.84
_07893_,142.84
_06613_,142.82
_02750_,142.62
_07233_,142.5
_06512_,142.38
cur_mb_mem\[68\]\[6\],142.1
_05149_,142.04
_05929_,142.04
cur_mb_mem\[203\]\[1\],141.98
net137,141.8
_06797_,141.42
_04580_,141.14
_07981_,141.14
_04220_,141.12
_07249_,141.04
cur_mb_mem\[246\]\[6\],141.04
cur_mb_mem\[77\]\[6\],140.78
_08669_,140.7
_07851_,140.44
best_cand_y\[2\],140.32
_07115_,140.28
_07378_,139.98
_08522_,139.94
cur_mb_mem\[116\]\[6\],139.925
net2005,139.9
_06291_,139.88
_07396_,139.68
_04428_,139.62
cur_mb_mem\[38\]\[6\],139.44
cur_mb_mem\[73\]\[0\],139.44
_08301_,139.43
_07656_,139.42
cur_mb_mem\[30\]\[7\],139.42
_07650_,139.36
net2003,139.3
_06397_,139.14
cand_y\[2\],139.1
_07107_,138.64
net135,138.3
_08228_,138.06
pixel_cnt\[3\],138.02
_04746_,137.94
_07542_,137.8
_07140_,137.54
cur_mb_mem\[223\]\[4\],137.48
net268,137.33
_08025_,137.24
cur_mb_mem\[216\]\[4\],137.24
_04773_,136.9
_07953_,136.9
net274,136.86
_04439_,136.775
cur_mb_mem\[67\]\[2\],136.24
_07453_,136
cur_mb_mem\[3\]\[7\],135.66
cur_mb_mem\[1\]\[0\],135.62
_06606_,135.1
_06621_,135
cur_mb_mem\[24\]\[7\],134.98
cur_mb_mem\[243\]\[2\],134.94
net249,134.92
cur_mb_mem\[65\]\[1\],134.8
cur_mb_mem\[241\]\[1\],134.72
net245,134.62
_07076_,134.6
_06030_,134.42
_07924_,134.38
cur_mb_mem\[100\]\[1\],134.3
cur_mb_mem\[189\]\[5\],134.1
_03516_,134.08
cur_mb_mem\[206\]\[2\],133.92
net277,133.92
_04426_,133.86
_07572_,133.72
cur_mb_mem\[219\]\[4\],133.5
_06059_,133.3
_04582_,133.18
cur_mb_mem\[239\]\[0\],132.86
_04781_,132.61
_08015_,132.58
clknet_leaf_57_clk,132.5
cur_mb_mem\[225\]\[7\],132.4
_06985_,132.18
cur_mb_mem\[223\]\[5\],132.14
_07243_,131.92
_02395_,131.825
cur_mb_mem\[244\]\[5\],131.68
_06029_,131.6
cur_mb_mem\[239\]\[1\],131.54
_07464_,131.38
cur_mb_mem\[51\]\[2\],131.2
_07805_,131.16
_04427_,131
_07678_,130.86
_07145_,130.62
cur_mb_mem\[248\]\[1\],130.62
cur_mb_mem\[190\]\[2\],130.18
cur_mb_mem\[67\]\[3\],130
_05588_,129.9
_08200_,129.68
cur_mb_mem\[239\]\[4\],129.68
_06237_,129.64
_08319_,129.62
cur_mb_mem\[219\]\[6\],129.28
_07886_,129.26
_07994_,128.96
state\[1\],128.34
cur_mb_mem\[135\]\[6\],128.24
_07027_,128.02
cur_mb_mem\[242\]\[1\],127.98
_07803_,127.96
best_cand_y\[3\],127.9
_07939_,127.8
_06338_,127.22
_07167_,126.84
_05718_,126.755
cur_mb_mem\[244\]\[4\],126.6
_06357_,126.54
_07675_,126.48
cur_mb_mem\[240\]\[0\],126.28
cur_mb_mem\[189\]\[4\],126.2
_08601_,125.9
net72,125.83
cur_mb_mem\[206\]\[0\],125.58
cur_mb_mem\[239\]\[5\],125.58
_07383_,125.54
_07190_,125.5
_07861_,125.5
_07899_,125.48
_06633_,125.44
_03733_,125.4
_07237_,125.12
net267,124.79
net269,124.64
_06323_,124.56
_07789_,124.52
cur_mb_mem\[76\]\[7\],124.4
clknet_leaf_202_clk,124.3
cur_mb_mem\[226\]\[7\],124.1
cur_mb_mem\[98\]\[3\],124.1
cur_mb_mem\[241\]\[0\],124
cur_mb_mem\[213\]\[0\],123.78
_06467_,123.535
_07174_,123.06
_08678_,122.85
cur_mb_mem\[220\]\[6\],122.84
cur_mb_mem\[25\]\[6\],122.84
center_x\[5\],122.8
_06626_,122.56
_07958_,122.46
cand_y\[3\],122.315
pixel_cnt\[2\],122.22
cur_mb_mem\[198\]\[4\],122.14
_04780_,122.06
cur_mb_mem\[201\]\[6\],121.82
cur_mb_mem\[244\]\[6\],121.26
cur_mb_mem\[197\]\[6\],121.1
_04421_,121.06
cur_mb_mem\[197\]\[7\],120.86
net73,120.58
_04420_,120.52
cur_mb_mem\[225\]\[0\],120.52
cur_mb_mem\[35\]\[1\],120.32
cur_mb_mem\[158\]\[6\],120.28
_04474_,120.24
_05557_,120.22
_07509_,120.04
cur_mb_mem\[213\]\[1\],119.94
_08521_,119.91
_07016_,119.88
_07865_,119.72
cur_mb_mem\[26\]\[3\],119.52
_06482_,119.14
_04472_,119.08
_08047_,118.94
cur_mb_mem\[33\]\[2\],118.92
cur_mb_mem\[199\]\[0\],118.42
cur_mb_mem\[72\]\[1\],118.38
cur_mb_mem\[246\]\[5\],118.32
_06870_,118.3
cur_mb_mem\[98\]\[0\],118.26
_07746_,118.21
_06169_,118.06
_06108_,118.02
_08870_,118.02
net260,118
_07570_,117.66
_06273_,117.6
_07577_,117.6
_05749_,117.48
_06111_,117.48
_06238_,117.48
cur_mb_mem\[104\]\[1\],117.42
_07855_,117.4
cur_mb_mem\[203\]\[6\],117.36
_06622_,117.28
cur_mb_mem\[113\]\[3\],116.76
net284,116.735
net227,116.61
cur_mb_mem\[211\]\[2\],116.58
clknet_leaf_60_clk,116.58
_07172_,116.4
_08097_,116.315
_06673_,116.28
_06805_,116.06
_06326_,115.96
_07645_,115.94
_07964_,115.92
_08523_,115.74
_08208_,115.72
_08178_,115.66
cur_mb_mem\[221\]\[1\],115.36
_06587_,115.33
_06414_,115.29
cur_mb_mem\[114\]\[1\],115.22
clknet_leaf_136_clk,115.1
cur_mb_mem\[114\]\[3\],115.06
cur_mb_mem\[100\]\[0\],114.795
_05560_,114.72
_07125_,114.68
net211,114.49
cur_mb_mem\[207\]\[1\],114.44
_06374_,114.395
_08598_,114.22
_06515_,114.14
cur_mb_mem\[206\]\[3\],113.9
_05213_,113.72
cur_mb_mem\[104\]\[7\],113.5
cur_mb_mem\[199\]\[7\],113.22
_07479_,113.03
min_sad_reg\[1\],112.97
cur_mb_mem\[190\]\[0\],112.94
cand_y\[4\],112.9
_06661_,112.84
cur_mb_mem\[215\]\[2\],112.84
cur_mb_mem\[75\]\[6\],112.82
cur_mb_mem\[217\]\[0\],112.7
_08912_,112.4
_04990_,112.34
cur_mb_mem\[33\]\[0\],112.32
cur_mb_mem\[98\]\[4\],112.24
net243,112.24
cur_mb_mem\[73\]\[3\],112.12
_07036_,111.92
cur_mb_mem\[122\]\[1\],111.82
cur_mb_mem\[231\]\[3\],111.72
_07193_,111.7
_07531_,111.28
_04810_,111.015
net232,110.74
_06516_,110.54
_07905_,110.52
cur_mb_mem\[211\]\[3\],110.48
_06484_,110.32
_07945_,110.28
cur_mb_mem\[243\]\[3\],110.28
cur_mb_mem\[249\]\[1\],110.1
cur_mb_mem\[25\]\[3\],110.08
_05723_,109.78
cur_mb_mem\[131\]\[2\],109.78
clknet_leaf_367_clk,109.76
_08162_,109.64
cur_mb_mem\[226\]\[1\],109.52
cur_mb_mem\[213\]\[2\],109.34
cur_mb_mem\[198\]\[3\],108.3
_08241_,107.64
_05097_,107.52
net250,107.28
clknet_leaf_276_clk,107.28
center_x\[4\],107.26
cur_mb_mem\[199\]\[6\],107.24
_06652_,107.14
_06319_,107.04
_07105_,106.94
clknet_leaf_83_clk,106.8
cur_mb_mem\[217\]\[1\],106.74
_06618_,106.38
cur_mb_mem\[71\]\[3\],106.24
cur_mb_mem\[29\]\[6\],105.905
cur_mb_mem\[33\]\[5\],105.68
cur_mb_mem\[61\]\[0\],105.6
_07309_,105.58
_07652_,105.56
_07412_,105.26
cur_mb_mem\[227\]\[0\],105.24
cur_mb_mem\[228\]\[1\],105.16
cur_mb_mem\[133\]\[5\],105.06
_07733_,104.94
_06574_,104.58
state\[2\],104.55
cur_mb_mem\[214\]\[1\],104.48
cur_mb_mem\[46\]\[7\],104.22
_07763_,103.88
_06822_,103.84
clknet_leaf_235_clk,103.82
_05999_,103.8
_08032_,103.68
clknet_leaf_148_clk,103.6
_05018_,103.54
_07072_,103.52
_04107_,103.42
_06836_,103.4
_08270_,103.26
_08012_,103.2
cur_mb_mem\[121\]\[7\],103.18
cur_mb_mem\[197\]\[3\],103.14
net263,102.92
clknet_leaf_147_clk,102.78
_06787_,102.76
cur_mb_mem\[199\]\[4\],102.7
_05867_,102.68
cur_mb_mem\[218\]\[2\],102.5
cur_mb_mem\[197\]\[5\],102.1
clknet_leaf_177_clk,102.02
clknet_leaf_263_clk,101.72
clknet_leaf_260_clk,101.705
_04759_,101.64
clknet_leaf_15_clk,101.5
_07660_,101.46
_04991_,101.4
cur_mb_mem\[100\]\[2\],100.96
cur_mb_mem\[212\]\[6\],100.8
_07311_,100.56
_04600_,100.54
cur_mb_mem\[56\]\[7\],100.52
cur_mb_mem\[233\]\[7\],100.48
_06768_,100.46
cur_mb_mem\[205\]\[6\],100.42
_09037_,100.275
cur_mb_mem\[45\]\[1\],100.24
cur_mb_mem\[240\]\[3\],100.2
_04934_,100.015
_06249_,99.92
cur_mb_mem\[96\]\[3\],99.82
_04968_,99.72
_05186_,99.68
_06389_,99.68
_08219_,99.32
cur_mb_mem\[28\]\[3\],99.28
_06595_,99.24
cur_mb_mem\[113\]\[0\],99.24
_06345_,99.14
cur_mb_mem\[98\]\[5\],99.12
cur_mb_mem\[114\]\[0\],99.06
clknet_leaf_63_clk,99
_06385_,98.98
_08190_,98.98
_07841_,98.72
cur_mb_mem\[219\]\[7\],98.66
_05185_,98.42
_06688_,98.36
_06584_,98.19
_06630_,98.18
cur_mb_mem\[243\]\[7\],98.16
_07809_,98.1
clknet_leaf_232_clk,98.1
clknet_leaf_194_clk,98.04
cur_mb_mem\[241\]\[2\],98.02
cur_mb_mem\[245\]\[5\],97.68
_07049_,97.62
_05162_,97.595
_07004_,97.22
cur_mb_mem\[199\]\[5\],97.2
_05015_,96.96
_08084_,96.94
_05775_,96.88
_07522_,96.82
cur_mb_mem\[244\]\[7\],96.78
cur_mb_mem\[204\]\[1\],96.64
cur_mb_mem\[231\]\[2\],96.52
cur_mb_mem\[215\]\[0\],96.44
net22,96.36
_06861_,96.24
_07814_,96.2
cur_mb_mem\[198\]\[5\],96.12
clknet_leaf_295_clk,96.08
clknet_leaf_331_clk,96.02
cur_mb_mem\[218\]\[5\],95.8
cur_mb_mem\[117\]\[1\],95.62
cur_mb_mem\[231\]\[0\],95.58
cur_mb_mem\[225\]\[3\],95.48
cur_mb_mem\[227\]\[2\],95.44
net247,95.44
_05035_,95.36
_06632_,95.32
clknet_leaf_21_clk,95.26
_05556_,95.22
_08177_,95.08
_04135_,95
_06564_,94.6
_06539_,94.58
cur_mb_mem\[203\]\[5\],94.56
_02238_,94.32
clknet_leaf_26_clk,94.32
clknet_leaf_175_clk,94.2
clknet_leaf_19_clk,94.12
cur_mb_mem\[254\]\[1\],94.08
clknet_leaf_144_clk,94.08
cur_mb_mem\[124\]\[1\],93.98
_06537_,93.84
_07241_,93.8
_07287_,93.58
_07766_,93.5
cur_mb_mem\[218\]\[0\],93.46
clknet_leaf_312_clk,93.42
cur_mb_mem\[198\]\[1\],93.36
_08030_,93.32
_04442_,93.26
_07735_,93.24
clknet_leaf_234_clk,93.16
_04748_,93.13
clknet_leaf_200_clk,93.02
_06669_,93
cur_mb_mem\[237\]\[1\],92.98
_07701_,92.92
_07024_,92.84
clknet_leaf_317_clk,92.8
_06596_,92.66
cur_mb_mem\[32\]\[3\],92.66
_06798_,92.6
cur_mb_mem\[69\]\[2\],92.54
cur_mb_mem\[202\]\[1\],92.44
clknet_leaf_124_clk,92.33
cur_mb_mem\[123\]\[5\],92.28
cur_mb_mem\[197\]\[4\],92.22
clknet_leaf_383_clk,92.16
cur_mb_mem\[33\]\[4\],92.08
_06425_,92.06
cur_mb_mem\[18\]\[3\],91.72
_08021_,91.58
cur_mb_mem\[232\]\[0\],91.54
cur_mb_mem\[215\]\[3\],91.5
_07211_,91.41
cur_mb_mem\[202\]\[5\],91.24
clknet_leaf_29_clk,91.18
clknet_leaf_67_clk,91.12
_07267_,90.94
cur_mb_mem\[104\]\[3\],90.76
_06509_,90.64
_07514_,90.58
_07873_,90.44
_06418_,90.32
cur_mb_mem\[225\]\[2\],90.32
clknet_leaf_226_clk,90.29
cur_mb_mem\[73\]\[7\],90.26
clknet_leaf_46_clk,90.1
clknet_leaf_77_clk,90.04
clknet_leaf_0_clk,90.02
cur_mb_mem\[204\]\[6\],89.98
_07222_,89.94
_07995_,89.825
_04856_,89.64
_06978_,89.62
cur_mb_mem\[104\]\[4\],89.62
_06531_,89.58
_06309_,89.36
net20,89.3
_06409_,89.26
net241,89.16
_07546_,89.08
cur_mb_mem\[202\]\[4\],89.06
cur_mb_mem\[80\]\[7\],88.94
clknet_leaf_280_clk,88.65
cur_mb_mem\[227\]\[1\],88.58
_08036_,88.56
_07131_,88.52
cur_mb_mem\[31\]\[6\],88.22
cur_mb_mem\[133\]\[7\],88.2
clknet_leaf_254_clk,88.18
clknet_leaf_74_clk,88.1
clknet_leaf_236_clk,88.1
clknet_leaf_187_clk,88.06
clknet_leaf_16_clk,87.78
clknet_leaf_244_clk,87.68
cur_mb_mem\[104\]\[5\],87.62
_04453_,87.58
_08341_,87.36
clknet_leaf_39_clk,87.26
net235,87.24
clknet_leaf_173_clk,87.175
clknet_leaf_168_clk,87.16
cur_mb_mem\[204\]\[0\],87.1
cur_mb_mem\[5\]\[1\],86.92
_08272_,86.85
cur_mb_mem\[224\]\[2\],86.82
_07990_,86.8
cur_mb_mem\[133\]\[4\],86.78
cur_mb_mem\[134\]\[0\],86.76
_04741_,86.66
cur_mb_mem\[26\]\[1\],86.64
clknet_leaf_261_clk,86.6
_06957_,86.52
cur_mb_mem\[116\]\[2\],86.5
clknet_leaf_128_clk,86.44
cur_mb_mem\[71\]\[1\],86.36
clknet_leaf_289_clk,86.3
_07232_,86.24
cur_mb_mem\[54\]\[2\],86.22
_07668_,86.19
_08747_,86.14
center_x\[3\],86.13
_05034_,86.02
_06464_,86.02
clknet_leaf_277_clk,86
cur_mb_mem\[13\]\[0\],85.96
clknet_leaf_55_clk,85.94
_08147_,85.92
cur_mb_mem\[201\]\[5\],85.8
clknet_leaf_262_clk,85.8
clknet_leaf_44_clk,85.72
_08767_,85.68
_07122_,85.62
_08237_,85.42
center_y\[2\],85.37
clknet_leaf_108_clk,85.36
